,Name,Title,Pay,Exercised,Year Born,Company Name,Yahoo Finance Code,Sector(s),Industry,Full Time Exployees,Company Address,Company Country,Company Phone,Company Website
526,Mr. Connor David Teskey,Chief Exec. Officer,1.46M,N/A,1988,Brookfield Renewable Partners L.P.,BEP-UN.TO,Utilities,Utilities—Renewable,"3,000","Brookfield Place Suite 300 181 Bay Street Toronto, ON M5J 2T3",Canada,888-327-2722,http://www.bep.brookfield.com
527,Mr. Wyatt  Hartley,Chief Financial Officer,655.09k,N/A,1981,Brookfield Renewable Partners L.P.,BEP-UN.TO,Utilities,Utilities—Renewable,"3,000","Brookfield Place Suite 300 181 Bay Street Toronto, ON M5J 2T3",Canada,888-327-2722,http://www.bep.brookfield.com
528,Ms. Ruth  Kent,Chief Operating Officer of BRP Energy Group LP,773.06k,N/A,1975,Brookfield Renewable Partners L.P.,BEP-UN.TO,Utilities,Utilities—Renewable,"3,000","Brookfield Place Suite 300 181 Bay Street Toronto, ON M5J 2T3",Canada,888-327-2722,http://www.bep.brookfield.com
529,Ms. Jennifer  Mazin,Gen. Counsel of BRP Energy Group LP,822.99k,N/A,1974,Brookfield Renewable Partners L.P.,BEP-UN.TO,Utilities,Utilities—Renewable,"3,000","Brookfield Place Suite 300 181 Bay Street Toronto, ON M5J 2T3",Canada,888-327-2722,http://www.bep.brookfield.com
530,Mr. F. Mitchell Davidson,Managing Partner of Renewable Power,1.24M,N/A,1963,Brookfield Renewable Partners L.P.,BEP-UN.TO,Utilities,Utilities—Renewable,"3,000","Brookfield Place Suite 300 181 Bay Street Toronto, ON M5J 2T3",Canada,888-327-2722,http://www.bep.brookfield.com
531,Mr. Ralf Niklas Rank,"Managing Partner of Private Equity, Europe, CIO Services",N/A,N/A,N/A,Brookfield Renewable Partners L.P.,BEP-UN.TO,Utilities,Utilities—Renewable,"3,000","Brookfield Place Suite 300 181 Bay Street Toronto, ON M5J 2T3",Canada,888-327-2722,http://www.bep.brookfield.com
532,Divya  Biyani,Director of Investor Relations,N/A,N/A,N/A,Brookfield Renewable Partners L.P.,BEP-UN.TO,Utilities,Utilities—Renewable,"3,000","Brookfield Place Suite 300 181 Bay Street Toronto, ON M5J 2T3",Canada,888-327-2722,http://www.bep.brookfield.com
533,Robin  Kooyman,Sr. VP of Investor Relations,N/A,N/A,N/A,Brookfield Renewable Partners L.P.,BEP-UN.TO,Utilities,Utilities—Renewable,"3,000","Brookfield Place Suite 300 181 Bay Street Toronto, ON M5J 2T3",Canada,888-327-2722,http://www.bep.brookfield.com
534,Ms. Claire  Holland,VP of Communications,N/A,N/A,N/A,Brookfield Renewable Partners L.P.,BEP-UN.TO,Utilities,Utilities—Renewable,"3,000","Brookfield Place Suite 300 181 Bay Street Toronto, ON M5J 2T3",Canada,888-327-2722,http://www.bep.brookfield.com
535,Mr. Jeffrey  Martin,Sr. VP of Energy Management Services,N/A,N/A,N/A,Brookfield Renewable Partners L.P.,BEP-UN.TO,Utilities,Utilities—Renewable,"3,000","Brookfield Place Suite 300 181 Bay Street Toronto, ON M5J 2T3",Canada,888-327-2722,http://www.bep.brookfield.com
536,Dr. Hasso C. Plattner,Co-Founder & Independent Chairman of the Supervisory Board,395.54k,N/A,1944,SAP SE,SAP,Technology,Software—Application,"105,015",Dietmar-Hopp-Allee 16 Walldorf 69190,Germany,49 6227 7 47474,http://www.sap.com
537,Mr. Christian  Klein,CEO & Member of Exec. Board,4.78M,N/A,1980,SAP SE,SAP,Technology,Software—Application,"105,015",Dietmar-Hopp-Allee 16 Walldorf 69190,Germany,49 6227 7 47474,http://www.sap.com
538,Ms. Margret  Klein-Magar,"Deputy Chairperson of Supervisory Board, VP & Head of SAP Alumni Relations",287.08k,N/A,1964,SAP SE,SAP,Technology,Software—Application,"105,015",Dietmar-Hopp-Allee 16 Walldorf 69190,Germany,49 6227 7 47474,http://www.sap.com
539,Mr. Luka  Mucic,CFO & Member of Exec. Board,2.95M,N/A,1971,SAP SE,SAP,Technology,Software—Application,"105,015",Dietmar-Hopp-Allee 16 Walldorf 69190,Germany,49 6227 7 47474,http://www.sap.com
540,Mr. Thomas  Saueressig,Lead of SAP Product Engineering & Member of Exec. Board,2.95M,N/A,1985,SAP SE,SAP,Technology,Software—Application,"105,015",Dietmar-Hopp-Allee 16 Walldorf 69190,Germany,49 6227 7 47474,http://www.sap.com
541,Mr. Juergen  MÃ¼ller,CTO & Member of Exec. Board,2.95M,N/A,1982,SAP SE,SAP,Technology,Software—Application,"105,015",Dietmar-Hopp-Allee 16 Walldorf 69190,Germany,49 6227 7 47474,http://www.sap.com
542,Mr. Lars  Lamade,Head of Global Sponsorships & Member of Supervisory Board,216.91k,N/A,1971,SAP SE,SAP,Technology,Software—Application,"105,015",Dietmar-Hopp-Allee 16 Walldorf 69190,Germany,49 6227 7 47474,http://www.sap.com
543,Dr. Christine  Regitz,"VP of User Experience, Chief Product Expert & Member of Supervisory Board",229.67k,N/A,1966,SAP SE,SAP,Technology,Software—Application,"105,015",Dietmar-Hopp-Allee 16 Walldorf 69190,Germany,49 6227 7 47474,http://www.sap.com
544,Ms. Monika  Kovachka-Dimitrova,Member of Supervisory Board & Chief Project Expert Devel.,216.91k,N/A,1975,SAP SE,SAP,Technology,Software—Application,"105,015",Dietmar-Hopp-Allee 16 Walldorf 69190,Germany,49 6227 7 47474,http://www.sap.com
545,Ms. Heike  Steck,Member of Supervisory Board & Sr. Operations Mang.,216.91k,N/A,1961,SAP SE,SAP,Technology,Software—Application,"105,015",Dietmar-Hopp-Allee 16 Walldorf 69190,Germany,49 6227 7 47474,http://www.sap.com
546,Mr. Michael L. Rose,"Chairman, Pres & CEO",4.41M,N/A,1958,Tourmaline Oil Corp.,TOU.TO,Energy,Oil & Gas E&P,296,"250 - 6th Avenue SW Suite 3700 Calgary, AB T2P 3H7",Canada,403-266-5992,http://www.tourmalineoil.com
547,Mr. Brian G. Robinson,"VP of Fin., CFO & Non-Independent Director",1.73M,N/A,1957,Tourmaline Oil Corp.,TOU.TO,Energy,Oil & Gas E&P,296,"250 - 6th Avenue SW Suite 3700 Calgary, AB T2P 3H7",Canada,403-266-5992,http://www.tourmalineoil.com
548,Mr. Allan Joseph Bush,Chief Operating Officer,940k,N/A,N/A,Tourmaline Oil Corp.,TOU.TO,Energy,Oil & Gas E&P,296,"250 - 6th Avenue SW Suite 3700 Calgary, AB T2P 3H7",Canada,403-266-5992,http://www.tourmalineoil.com
549,Mr. Colin Joel Frostad,VP of Exploration,741k,N/A,N/A,Tourmaline Oil Corp.,TOU.TO,Energy,Oil & Gas E&P,296,"250 - 6th Avenue SW Suite 3700 Calgary, AB T2P 3H7",Canada,403-266-5992,http://www.tourmalineoil.com
550,Mr. William Scott Kirker,Gen. Counsel,N/A,N/A,N/A,Tourmaline Oil Corp.,TOU.TO,Energy,Oil & Gas E&P,296,"250 - 6th Avenue SW Suite 3700 Calgary, AB T2P 3H7",Canada,403-266-5992,http://www.tourmalineoil.com
551,Ms. Sherra  Aspin,VP of Marketing,N/A,N/A,N/A,Tourmaline Oil Corp.,TOU.TO,Energy,Oil & Gas E&P,296,"250 - 6th Avenue SW Suite 3700 Calgary, AB T2P 3H7",Canada,403-266-5992,http://www.tourmalineoil.com
552,Ms. Sarah  Tait,Controller,N/A,N/A,N/A,Tourmaline Oil Corp.,TOU.TO,Energy,Oil & Gas E&P,296,"250 - 6th Avenue SW Suite 3700 Calgary, AB T2P 3H7",Canada,403-266-5992,http://www.tourmalineoil.com
553,Ms. Katie  Beck,Corp. Sec. & Associate Gen. Counsel,N/A,N/A,N/A,Tourmaline Oil Corp.,TOU.TO,Energy,Oil & Gas E&P,296,"250 - 6th Avenue SW Suite 3700 Calgary, AB T2P 3H7",Canada,403-266-5992,http://www.tourmalineoil.com
554,Mr. Joseph C. Papa,CEO & Chairman,3.74M,N/A,1956,Bausch Health Companies Inc.,BHC,Healthcare,Drug Manufacturers—Specialty & Generic,"21,600","2150 St. ElzEar Boulevard West Laval, QC H7L 4A8",Canada,514 744 6792,http://www.bauschhealth.com
555,Ms. Christina M. Ackermann,"Exec. VP, Gen. Counsel & Head of Commercial Operations",1.31M,N/A,1965,Bausch Health Companies Inc.,BHC,Healthcare,Drug Manufacturers—Specialty & Generic,"21,600","2150 St. ElzEar Boulevard West Laval, QC H7L 4A8",Canada,514 744 6792,http://www.bauschhealth.com
556,Mr. Paul S. Herendeen,Exec. VP and Advisor to Chairman & CEO,2.1M,N/A,1956,Bausch Health Companies Inc.,BHC,Healthcare,Drug Manufacturers—Specialty & Generic,"21,600","2150 St. ElzEar Boulevard West Laval, QC H7L 4A8",Canada,514 744 6792,http://www.bauschhealth.com
557,Mr. Thomas J. Appio,Pres & Co-Head Bausch + Lomb/International,2.16M,N/A,1962,Bausch Health Companies Inc.,BHC,Healthcare,Drug Manufacturers—Specialty & Generic,"21,600","2150 St. ElzEar Boulevard West Laval, QC H7L 4A8",Canada,514 744 6792,http://www.bauschhealth.com
558,Mr. Osama A. Eldessouky,CFO & Exec. VP,N/A,N/A,1972,Bausch Health Companies Inc.,BHC,Healthcare,Drug Manufacturers—Specialty & Generic,"21,600","2150 St. ElzEar Boulevard West Laval, QC H7L 4A8",Canada,514 744 6792,http://www.bauschhealth.com
559,Mr. Frederick J. Munsch,Controller & Chief Accounting Officer,N/A,N/A,1970,Bausch Health Companies Inc.,BHC,Healthcare,Drug Manufacturers—Specialty & Generic,"21,600","2150 St. ElzEar Boulevard West Laval, QC H7L 4A8",Canada,514 744 6792,http://www.bauschhealth.com
560,Dr. Robert F. Butz,VP of Medical & Scientific Affairs,N/A,N/A,N/A,Bausch Health Companies Inc.,BHC,Healthcare,Drug Manufacturers—Specialty & Generic,"21,600","2150 St. ElzEar Boulevard West Laval, QC H7L 4A8",Canada,514 744 6792,http://www.bauschhealth.com
561,Mr. Arthur J. Shannon,Sr. VP and Head of Investor Relations & Global Communications,N/A,N/A,N/A,Bausch Health Companies Inc.,BHC,Healthcare,Drug Manufacturers—Specialty & Generic,"21,600","2150 St. ElzEar Boulevard West Laval, QC H7L 4A8",Canada,514 744 6792,http://www.bauschhealth.com
562,Mr. Michael  McMyne,VP of Sales,N/A,N/A,N/A,Bausch Health Companies Inc.,BHC,Healthcare,Drug Manufacturers—Specialty & Generic,"21,600","2150 St. ElzEar Boulevard West Laval, QC H7L 4A8",Canada,514 744 6792,http://www.bauschhealth.com
563,Ms. Stacey  Williams,VP of Marketing,N/A,N/A,N/A,Bausch Health Companies Inc.,BHC,Healthcare,Drug Manufacturers—Specialty & Generic,"21,600","2150 St. ElzEar Boulevard West Laval, QC H7L 4A8",Canada,514 744 6792,http://www.bauschhealth.com
564,Mr. Christopher William Eccleshare,"CEO, Pres & Director",3.09M,33.02k,1956,"Clear Channel Outdoor Holdings, Inc.",CCO,Communication Services,Advertising Agencies,"4,800","4830 North Loop 1604 West Suite 111 San Antonio, TX 78249",United States,210 547 8800,http://www.clearchanneloutdoor.com
565,Mr. Brian D. Coleman,"Exec. VP, Treasurer & CFO",915k,N/A,1966,"Clear Channel Outdoor Holdings, Inc.",CCO,Communication Services,Advertising Agencies,"4,800","4830 North Loop 1604 West Suite 111 San Antonio, TX 78249",United States,210 547 8800,http://www.clearchanneloutdoor.com
566,Mr. Jason A. Dilger,Sr. VP & Chief Accounting Officer,463.33k,N/A,1974,"Clear Channel Outdoor Holdings, Inc.",CCO,Communication Services,Advertising Agencies,"4,800","4830 North Loop 1604 West Suite 111 San Antonio, TX 78249",United States,210 547 8800,http://www.clearchanneloutdoor.com
567,Ms. Lynn A. Feldman,"Exec. VP, Gen. Counsel & Company Sec.",959.67k,N/A,1969,"Clear Channel Outdoor Holdings, Inc.",CCO,Communication Services,Advertising Agencies,"4,800","4830 North Loop 1604 West Suite 111 San Antonio, TX 78249",United States,210 547 8800,http://www.clearchanneloutdoor.com
568,Mr. Scott R. Wells,Exec. VP & CEO of Clear Channel Outdoor Americas,1.38M,N/A,1969,"Clear Channel Outdoor Holdings, Inc.",CCO,Communication Services,Advertising Agencies,"4,800","4830 North Loop 1604 West Suite 111 San Antonio, TX 78249",United States,210 547 8800,http://www.clearchanneloutdoor.com
569,Mr. Steven J. Macri,Sr. VP of Corp. Fin.,N/A,N/A,1969,"Clear Channel Outdoor Holdings, Inc.",CCO,Communication Services,Advertising Agencies,"4,800","4830 North Loop 1604 West Suite 111 San Antonio, TX 78249",United States,210 547 8800,http://www.clearchanneloutdoor.com
570,Ms. Eileen  McLaughlin,VP Â Investor Relations,N/A,N/A,N/A,"Clear Channel Outdoor Holdings, Inc.",CCO,Communication Services,Advertising Agencies,"4,800","4830 North Loop 1604 West Suite 111 San Antonio, TX 78249",United States,210 547 8800,http://www.clearchanneloutdoor.com
571,Mr. Jason D. King,Sr. VP of Corp. Communications & Marketing,N/A,N/A,N/A,"Clear Channel Outdoor Holdings, Inc.",CCO,Communication Services,Advertising Agencies,"4,800","4830 North Loop 1604 West Suite 111 San Antonio, TX 78249",United States,210 547 8800,http://www.clearchanneloutdoor.com
572,Mr. Philippe  Baudillon,Chief Exec. Officer of France Operations,N/A,N/A,N/A,"Clear Channel Outdoor Holdings, Inc.",CCO,Communication Services,Advertising Agencies,"4,800","4830 North Loop 1604 West Suite 111 San Antonio, TX 78249",United States,210 547 8800,http://www.clearchanneloutdoor.com
573,Ms. Michelle  Costa,Exec. VP & Regional Pres,N/A,N/A,N/A,"Clear Channel Outdoor Holdings, Inc.",CCO,Communication Services,Advertising Agencies,"4,800","4830 North Loop 1604 West Suite 111 San Antonio, TX 78249",United States,210 547 8800,http://www.clearchanneloutdoor.com
574,Mr. Brendan Michael McCracken,"Pres, CEO & Director",666.12k,N/A,1976,Ovintiv Inc.,OVV,Energy,Oil & Gas E&P,"1,916","370 17th Street Suite 1700 Denver, CO 80202",United States,303 623 2300,http://www.ovintiv.com
575,Mr. Corey Douglas Code,Exec. VP & CFO,643.67k,N/A,1974,Ovintiv Inc.,OVV,Energy,Oil & Gas E&P,"1,916","370 17th Street Suite 1700 Denver, CO 80202",United States,303 623 2300,http://www.ovintiv.com
576,Mr. Gregory Dean Givens,Exec. VP & COO,912.42k,N/A,1974,Ovintiv Inc.,OVV,Energy,Oil & Gas E&P,"1,916","370 17th Street Suite 1700 Denver, CO 80202",United States,303 623 2300,http://www.ovintiv.com
577,Ms. Renee E. Zemljak,"Exec. VP of Midstream, Marketing & Fundamentals",933.07k,N/A,1965,Ovintiv Inc.,OVV,Energy,Oil & Gas E&P,"1,916","370 17th Street Suite 1700 Denver, CO 80202",United States,303 623 2300,http://www.ovintiv.com
578,Mr. Stephen Carter Campbell,Sr. VP of Investor Relations,N/A,N/A,1969,Ovintiv Inc.,OVV,Energy,Oil & Gas E&P,"1,916","370 17th Street Suite 1700 Denver, CO 80202",United States,303 623 2300,http://www.ovintiv.com
579,Ms. Joanne Linette Cox,"Exec. VP, Gen. Counsel & Corp. Sec.",N/A,N/A,1967,Ovintiv Inc.,OVV,Energy,Oil & Gas E&P,"1,916","370 17th Street Suite 1700 Denver, CO 80202",United States,303 623 2300,http://www.ovintiv.com
580,Ms. Rachel Maureen Moore,Exec. VP of Corp. Services,N/A,N/A,1972,Ovintiv Inc.,OVV,Energy,Oil & Gas E&P,"1,916","370 17th Street Suite 1700 Denver, CO 80202",United States,303 623 2300,http://www.ovintiv.com
581,"Mr. Alain  Bedard F.C.A., FCPA, FCA, CMA","Pres, CEO & Chairman",6.23M,16.61M,1953,TFI International Inc.,TFII,Industrials,Trucking,"29,812","8801 Trans-Canada Highway Suite 500 Saint-Laurent Saint-Laurent, QC H4S 1Z6",Canada,514 331 4000,http://www.tfiintl.com
582,"Mr. David  Saperstein B.A., M.B.A.",Chief Financial Officer,1.07M,N/A,N/A,TFI International Inc.,TFII,Industrials,Trucking,"29,812","8801 Trans-Canada Highway Suite 500 Saint-Laurent Saint-Laurent, QC H4S 1Z6",Canada,514 331 4000,http://www.tfiintl.com
583,Mr. Brian  Kohut,Exec. VP of Package & Courier,639.15k,1.2M,N/A,TFI International Inc.,TFII,Industrials,Trucking,"29,812","8801 Trans-Canada Highway Suite 500 Saint-Laurent Saint-Laurent, QC H4S 1Z6",Canada,514 331 4000,http://www.tfiintl.com
584,"Mr. Steven A. Brookshaw C.M.A., CPA",Exec. VP of Truckload,596.37k,288.75k,N/A,TFI International Inc.,TFII,Industrials,Trucking,"29,812","8801 Trans-Canada Highway Suite 500 Saint-Laurent Saint-Laurent, QC H4S 1Z6",Canada,514 331 4000,http://www.tfiintl.com
585,"Ms. Chantal  Martel L.L.B., LL.B.",VP of Insurance & Compliance,N/A,N/A,N/A,TFI International Inc.,TFII,Industrials,Trucking,"29,812","8801 Trans-Canada Highway Suite 500 Saint-Laurent Saint-Laurent, QC H4S 1Z6",Canada,514 331 4000,http://www.tfiintl.com
586,Ms. Johanne  Dean,VP of Marketing & Communications,N/A,N/A,N/A,TFI International Inc.,TFII,Industrials,Trucking,"29,812","8801 Trans-Canada Highway Suite 500 Saint-Laurent Saint-Laurent, QC H4S 1Z6",Canada,514 331 4000,http://www.tfiintl.com
587,Mr. Sylvain  Desaulniers CIRC,VP of HR,N/A,N/A,N/A,TFI International Inc.,TFII,Industrials,Trucking,"29,812","8801 Trans-Canada Highway Suite 500 Saint-Laurent Saint-Laurent, QC H4S 1Z6",Canada,514 331 4000,http://www.tfiintl.com
588,Mr. Junior  Roy,Exec. VP,N/A,N/A,N/A,TFI International Inc.,TFII,Industrials,Trucking,"29,812","8801 Trans-Canada Highway Suite 500 Saint-Laurent Saint-Laurent, QC H4S 1Z6",Canada,514 331 4000,http://www.tfiintl.com
589,Mr. Robert  McGonigal,Exec. VP,N/A,N/A,N/A,TFI International Inc.,TFII,Industrials,Trucking,"29,812","8801 Trans-Canada Highway Suite 500 Saint-Laurent Saint-Laurent, QC H4S 1Z6",Canada,514 331 4000,http://www.tfiintl.com
590,Mr. Rick  Hashie,Exec. VP,N/A,N/A,N/A,TFI International Inc.,TFII,Industrials,Trucking,"29,812","8801 Trans-Canada Highway Suite 500 Saint-Laurent Saint-Laurent, QC H4S 1Z6",Canada,514 331 4000,http://www.tfiintl.com
591,Mr. Marc  Parent CM,"Pres, CEO & Director",2.05M,N/A,1961,CAE Inc.,CAE,Industrials,Aerospace & Defense,"11,000","8585 Cote-de-Liesse Saint-Laurent, QC H4T 1G6",Canada,N/A,http://www.cae.com
592,"Ms. Sonya  Branco C.A., CPA, CA",Exec. VP of Fin. & CFO,837.26k,N/A,N/A,CAE Inc.,CAE,Industrials,Aerospace & Defense,"11,000","8585 Cote-de-Liesse Saint-Laurent, QC H4T 1G6",Canada,N/A,http://www.cae.com
593,Mr. Nick  Leontidis,Group Pres of Civil Aviation Training Solutions,852.77k,1.15M,N/A,CAE Inc.,CAE,Industrials,Aerospace & Defense,"11,000","8585 Cote-de-Liesse Saint-Laurent, QC H4T 1G6",Canada,N/A,http://www.cae.com
594,Ms. Heidi Rolande Wood,Pres of CAE Healthcare and Exec. VP of Bus. Devel. & Growth Initiatives,1.03M,N/A,1966,CAE Inc.,CAE,Industrials,Aerospace & Defense,"11,000","8585 Cote-de-Liesse Saint-Laurent, QC H4T 1G6",Canada,N/A,http://www.cae.com
595,Mr. Daniel  Gelston,"Pres, GM & Group Pres of Defense & Security",1.32M,N/A,N/A,CAE Inc.,CAE,Industrials,Aerospace & Defense,"11,000","8585 Cote-de-Liesse Saint-Laurent, QC H4T 1G6",Canada,N/A,http://www.cae.com
596,Mr. Pascal  Grenier,"Sr. Vice-Pres of Global Operations, Technologies & Innovation",N/A,N/A,N/A,CAE Inc.,CAE,Industrials,Aerospace & Defense,"11,000","8585 Cote-de-Liesse Saint-Laurent, QC H4T 1G6",Canada,N/A,http://www.cae.com
597,Mr. Andrew  Arnovitz,Sr. VP of Investor Relations & Enterprise Risk Management,N/A,N/A,N/A,CAE Inc.,CAE,Industrials,Aerospace & Defense,"11,000","8585 Cote-de-Liesse Saint-Laurent, QC H4T 1G6",Canada,N/A,http://www.cae.com
598,Mr. Mark  Hounsell,"Gen. Counsel, Chief Compliance Officer & Corp. Sec.",N/A,N/A,N/A,CAE Inc.,CAE,Industrials,Aerospace & Defense,"11,000","8585 Cote-de-Liesse Saint-Laurent, QC H4T 1G6",Canada,N/A,http://www.cae.com
599,Ms. Helene V. Gagnon,"Sr. VP of Public Affairs, Global Communications & Corp. Social Responsibility",N/A,N/A,N/A,CAE Inc.,CAE,Industrials,Aerospace & Defense,"11,000","8585 Cote-de-Liesse Saint-Laurent, QC H4T 1G6",Canada,N/A,http://www.cae.com
600,Mr. Dan  Sharkey,Sr. VP of Global HR,N/A,N/A,N/A,CAE Inc.,CAE,Industrials,Aerospace & Defense,"11,000","8585 Cote-de-Liesse Saint-Laurent, QC H4T 1G6",Canada,N/A,http://www.cae.com
601,"Mr. Donald G. Lang B.A. (Hon.), HBA",Exec. Chairman,1.35M,N/A,1955,CCL Industries Inc.,CCL-B.TO,Consumer Cyclical,Packaging & Containers,"22,200","111 Gordon Baker Road Suite 801 Toronto, ON M2H 3R1",Canada,416 756 8500,http://www.cclind.com
602,Mr. Geoffrey T. Martin,"Pres, CEO & Director",3.84M,N/A,1955,CCL Industries Inc.,CCL-B.TO,Consumer Cyclical,Packaging & Containers,"22,200","111 Gordon Baker Road Suite 801 Toronto, ON M2H 3R1",Canada,416 756 8500,http://www.cclind.com
603,Mr. Sean P. Washchuk,Sr. VP & CFO,1.07M,N/A,1973,CCL Industries Inc.,CCL-B.TO,Consumer Cyclical,Packaging & Containers,"22,200","111 Gordon Baker Road Suite 801 Toronto, ON M2H 3R1",Canada,416 756 8500,http://www.cclind.com
604,Ms. Lalitha  Vaidyanathan,"Sr. VP of Fin., IT & HR",1.41M,N/A,N/A,CCL Industries Inc.,CCL-B.TO,Consumer Cyclical,Packaging & Containers,"22,200","111 Gordon Baker Road Suite 801 Toronto, ON M2H 3R1",Canada,416 756 8500,http://www.cclind.com
605,Mr. Ben  Rubino,Pres of Home & Personal Care Worldwide,1.44M,N/A,1963,CCL Industries Inc.,CCL-B.TO,Consumer Cyclical,Packaging & Containers,"22,200","111 Gordon Baker Road Suite 801 Toronto, ON M2H 3R1",Canada,416 756 8500,http://www.cclind.com
606,Mr. Gunther  Birkner,"Pres of Food & Beverage, Healthcare & Specialty Bus. and Innovia Films Worldwide",1.86M,N/A,1973,CCL Industries Inc.,CCL-B.TO,Consumer Cyclical,Packaging & Containers,"22,200","111 Gordon Baker Road Suite 801 Toronto, ON M2H 3R1",Canada,416 756 8500,http://www.cclind.com
607,Mr. Nicolangelo  Vecchiarelli,VP of Corp. Accounting,N/A,N/A,N/A,CCL Industries Inc.,CCL-B.TO,Consumer Cyclical,Packaging & Containers,"22,200","111 Gordon Baker Road Suite 801 Toronto, ON M2H 3R1",Canada,416 756 8500,http://www.cclind.com
608,Mr. Mark A. McClendon,VP & Gen. Counsel,N/A,N/A,N/A,CCL Industries Inc.,CCL-B.TO,Consumer Cyclical,Packaging & Containers,"22,200","111 Gordon Baker Road Suite 801 Toronto, ON M2H 3R1",Canada,416 756 8500,http://www.cclind.com
609,Mr. Ben  Lilienthal,Pres of Checkpoint Unit,N/A,N/A,N/A,CCL Industries Inc.,CCL-B.TO,Consumer Cyclical,Packaging & Containers,"22,200","111 Gordon Baker Road Suite 801 Toronto, ON M2H 3R1",Canada,416 756 8500,http://www.cclind.com
